A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
Control,DI,1.8631916666666666,1.9163916666666667,-0.053200000000000136,0.06256243941661464,-0.8503504737999693,0.674816988761345,-0.35578300362190407
Control,MAE,1.8631916666666666,1.7587416666666666,0.10444999999999993,0.06256243941661464,1.6695320862482426,0.23186953750828176,0.6586203962102968
DI,MAE,1.9163916666666667,1.7587416666666666,0.15765000000000007,0.06256243941661464,2.5198825600482118,0.04313774061678477,0.9410344994006544
